Root File,File Name,Total Groups
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-34-4_22.86,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-8-36_23.75,22
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-14-43_22.84,16
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-49-57_23.6,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-52-23_23.32,36
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-15-51_22.88,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-9-10_22.91,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-7-38_23.2,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-29-17_22.80,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-45-7_22.98,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-35-38_23.74,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-12-8_23.80,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-40-16_23.75,5
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-41-53_23.19,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-20-47_23.82,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-44-9_23.32,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-20-32_23.68,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-43-23_22.88,15
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-18-42_23.7,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-10-22_23.7,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-6-26_23.62,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-8-1_23.78,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-59-55_23.38,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-20-56_22.82,10
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-36-57_23.32,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-40-46_23.71,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-42-31_23.74,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-27-49_22.84,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-33-5_23.79,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-54-8_23.22,19
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-58-3_22.93,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-38-15_22.87,13
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-59-5_22.95,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-7-54_22.80,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-0-50_23.79,9
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-48-59_23.22,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-57-59_22.85,10
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-8-28_23.77,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-36-35_23.54,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-35-44_22.92,20
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-40-57_22.89,19
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-42-24_24.66,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-28-45_23.67,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-45-36_23.72,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-45-8_22.89,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-54-6_23.5,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-49-0_23.64,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-14-6_23.73,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-51-37_23.12,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-45-1_23.17,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-52-5_23.22,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-22-1_22.91,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-57-45_23.77,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-23-1_22.82,44
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-15-39_23.47,16
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-39-2_23.65,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-26-56_23.63,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-19-27_23.36,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-54-20_22.89,8
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-7-10_23.69,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-20-7_23.1,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-32-8_23.44,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-1-8_22.84,22
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-17-58_23.19,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-36-10_23.63,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-4-52_23.73,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-6-35_23.4,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-18-51_22.79,16
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-36-37_22.94,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-54-8_23.62,15
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-19-37_22.92,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-12-35_23.63,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-21-48_23.62,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-38-5_23.9,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-4-14_22.83,18
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-42-52_22.90,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-40-20_22.87,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-40-51_23.18,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-18-44_23.48,21
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-39-45_23.72,5
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-51-15_23.17,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-54-24_22.86,22
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-8-28_22.91,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-5-58_22.99,7
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-9-43_23.1,30
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-40-16_22.79,31
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-33-17_23.7,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-52-37_23.79,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-23-34_23.36,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-59-9_22.88,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-20-20_23.80,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-3-24_23.20,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-23-13_23.57,38
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-51-12_22.92,13
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-17-22_22.85,5
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-28-22_23.20,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-44-26_22.88,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-1-23_23.6,20
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-25-38_23.34,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-29-47_23.66,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-25-28_23.81,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-24-17_22.99,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-10-53_23.60,32
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-48-33_24.40,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-34-0_22.80,27
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-5-33_23.4,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-42-21_22.87,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-8-56_22.88,35
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-12-36_22.83,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-51-21_23.30,38
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-7-22_22.83,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-7-0_23.91,34
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-58-53_23.39,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-6-56_22.88,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-47-57_23.73,9
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-4-27_23.19,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-40-3_23.64,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-2-2_23.69,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-34-55_23.65,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-57-30_23.17,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-13-58_23.60,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-24-27_23.82,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-2-45_22.88,8
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-56-7_23.49,24
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-39-47_23.67,19
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-41-5_23.65,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-56-40_23.72,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-22-37_22.95,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-36-46_22.90,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-33-11_24.97,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-52-52_22.86,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-30-52_22.79,16
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-4-46_22.80,10
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-31-2_23.62,23
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-37-17_24.89,16
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-3-51_23.75,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-48-36_23.41,7
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-13-40_22.84,16
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-59-35_23.30,26
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-48-40_22.91,9
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-28-43_23.34,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-46-49_23.8,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-13-17_23.35,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-16-46_22.85,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-43-28_22.92,22
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-32-14_23.74,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-16-41_23.62,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-10-34_22.91,8
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-17-14_23.79,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-39-43_23.24,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-22-12_23.0,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-29-24_23.17,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-20-56_23.77,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-58-57_23.72,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-31-25_22.84,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-0-51_24.3,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-15-45_22.84,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-46-2_22.84,25
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-44-59_23.82,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-1-18_23.63,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-44-27_24.58,9
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-57-42_23.74,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-49-39_22.85,46
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-40-58_22.98,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-27-22_23.29,17
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-43-57_22.84,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-12-39_22.90,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-5-48_22.86,28
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-5-54_23.75,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-14-19_23.38,9
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-22-22_23.75,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-29-7_23.5,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-50-0_23.73,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-50-13_23.16,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-5-49_23.16,9
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-51-12_22.78,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-12-12_22.99,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-21-50_23.7,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-24-25_23.73,31
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-50-34_23.9,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-36-47_23.0,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-30-48_23.9,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-54-42_24.18,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-33-29_22.91,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-18-53_23.77,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-12-58_23.29,27
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-54-57_22.88,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-40-15_22.86,13
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-36-58_23.64,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-17-16_23.81,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-40-21_24.77,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-15-12_23.82,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-38-46_23.19,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-57-40_22.90,22
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-30-20_22.80,28
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-29-32_23.71,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-33-5_23.62,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-20-47_23.6,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-28-47_22.79,31
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-31-8_24.80,13
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-25-20_23.0,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-55-52_23.72,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-12-4_22.90,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-57-56_23.71,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-33-30_23.56,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-16-56_22.90,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-27-2_23.6,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-14-46_23.75,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-23-15_23.28,16
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-14-14_22.84,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-16-14_23.81,13
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-40-16_23.63,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-15-0_23.60,24
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-16-48_22.84,26
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-55-35_22.90,17
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-37-50_23.1,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-56-0_22.86,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-15-53_23.18,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-34-5_22.97,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-36-21_23.74,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-14-44_22.91,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-14-10_23.81,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-47-27_23.10,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-11-33_23.79,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-49-7_22.90,19
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-12-38_22.82,28
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-50-45_22.93,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-11-6_23.87,31
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-31-24_22.91,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-33-58_22.86,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-26-28_23.73,20
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-42-19_23.64,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-54-30_23.0,9
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-20-30_22.85,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-30-9_23.5,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-17-51_22.84,29
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-38-0_23.65,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-3-45_23.15,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-14-51_23.19,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-53-53_22.93,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-13-8_23.83,19
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-33-31_22.84,27
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-13-21_22.91,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-11-55_23.60,15
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-6-24_23.47,29
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-46-58_23.65,23
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-33-16_23.74,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-21-48_23.80,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-21-10_23.3,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-43-58_23.18,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-11-35_22.84,31
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-13-41_22.91,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-35-39_23.18,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-38-13_23.78,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-2-22_23.20,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-56-58_22.87,27
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-6-31_23.18,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-32-40_23.79,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-26-42_23.65,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-55-32_22.98,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-37-41_22.85,23
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-1-38_22.88,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-39-0_23.32,10
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-38-43_23.72,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-59-49_23.78,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-47-52_23.8,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-16-41_23.45,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-35-36_22.85,15
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-22-59_23.78,25
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-56-25_22.90,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-46-31_22.83,45
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-9-28_22.83,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-46-25_23.67,22
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-23-48_22.91,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-1-1_23.69,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-6-20_22.84,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-15-46_22.90,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-10-31_23.78,5
11_11_17_show_sott48khz,48000Hz13__12_11_17__5-29-55_21.85,7
11_11_17_show_sott48khz,48000Hz13__12_11_17__8-28-3_21.83,10
11_11_17_show_sott48khz,48000Hz13__11_11_17__15-49-58_22.63,3
11_11_17_show_sott48khz,48000Hz13__11_11_17__15-40-47_22.60,1
11_11_17_show_sott48khz,48000Hz13__11_11_17__21-40-22_22.20,1
11_11_17_show_sott48khz,48000Hz13__11_11_17__17-12-36_22.56,2
11_11_17_show_sott48khz,48000Hz13__12_11_17__11-45-26_22.13,7
11_11_17_show_sott48khz,48000Hz13__12_11_17__8-47-52_21.85,36
11_11_17_show_sott48khz,48000Hz13__11_11_17__17-38-7_22.53,2
11_11_17_show_sott48khz,48000Hz13__11_11_17__16-4-13_22.60,3
11_11_17_show_sott48khz,48000Hz13__12_11_17__4-45-10_21.93,3
11_11_17_show_sott48khz,48000Hz13__12_11_17__8-36-24_21.81,29
11_11_17_show_sott48khz,48000Hz13__11_11_17__15-57-5_22.61,6
11_11_17_show_sott48khz,48000Hz13__12_11_17__1-22-38_21.99,11
11_11_17_show_sott48khz,48000Hz13__12_11_17__5-56-58_21.76,22
11_11_17_show_sott48khz,48000Hz13__12_11_17__4-41-0_21.89,0
11_11_17_show_sott48khz,48000Hz13__11_11_17__18-59-47_22.42,9
11_11_17_show_sott48khz,48000Hz13__11_11_17__15-6-10_22.59,8
11_11_17_show_sott48khz,48000Hz13__11_11_17__20-56-22_22.25,0
11_11_17_show_sott48khz,48000Hz13__11_11_17__16-39-58_22.54,14
11_11_17_show_sott48khz,48000Hz13__11_11_17__13-49-50_22.51,9
11_11_17_show_sott48khz,48000Hz13__11_11_17__16-52-12_22.57,15
11_11_17_show_sott48khz,48000Hz13__12_11_17__4-48-17_21.93,19
11_11_17_show_sott48khz,48000Hz13__11_11_17__12-34-37_22.64,6
11_11_17_show_sott48khz,48000Hz13__12_11_17__11-40-13_22.12,11
11_11_17_show_sott48khz,48000Hz13__11_11_17__15-0-3_22.64,5
11_11_17_show_sott48khz,48000Hz13__12_11_17__5-11-10_21.90,11
11_11_17_show_sott48khz,48000Hz13__12_11_17__11-47-32_22.15,7
11_11_17_show_sott48khz,48000Hz13__12_11_17__7-58-53_21.72,8
11_11_17_show_sott48khz,48000Hz13__11_11_17__18-45-29_22.48,12
11_11_17_show_sott48khz,48000Hz13__11_11_17__16-17-28_22.57,0
11_11_17_show_sott48khz,48000Hz13__12_11_17__5-53-50_21.79,18
11_11_17_show_sott48khz,48000Hz13__12_11_17__8-14-30_21.77,15
11_11_17_show_sott48khz,48000Hz13__12_11_17__8-42-39_21.85,14
11_11_17_show_sott48khz,48000Hz13__12_11_17__10-4-7_22.4,33
11_11_17_show_sott48khz,48000Hz13__11_11_17__16-44-3_22.55,19
11_11_17_show_sott48khz,48000Hz13__11_11_17__22-12-6_22.16,1
11_11_17_show_sott48khz,48000Hz13__12_11_17__0-24-29_21.96,7
11_11_17_show_sott48khz,48000Hz13__11_11_17__16-20-35_22.55,2
11_11_17_show_sott48khz,48000Hz13__11_11_17__12-2-7_23.2,2
11_11_17_show_sott48khz,48000Hz13__12_11_17__11-33-57_22.11,2
11_11_17_show_sott48khz,48000Hz13__12_11_17__9-54-41_22.0,30
11_11_17_show_sott48khz,48000Hz13__11_11_17__20-46-7_22.27,0
11_11_17_show_sott48khz,48000Hz13__11_11_17__15-34-41_22.62,7
11_11_17_show_sott48khz,48000Hz13__11_11_17__12-37-40_22.63,2
11_11_17_show_sott48khz,48000Hz13__11_11_17__23-9-27_22.8,1
11_11_17_show_sott48khz,48000Hz13__11_11_17__13-47-48_22.53,25
11_11_17_show_sott48khz,48000Hz13__11_11_17__16-0-9_22.62,6
11_11_17_show_sott48khz,48000Hz13__11_11_17__20-26-37_22.27,2
11_11_17_show_sott48khz,48000Hz13__12_11_17__5-36-10_21.81,1
11_11_17_show_sott48khz,48000Hz13__11_11_17__13-44-45_22.55,32
11_11_17_show_sott48khz,48000Hz13__11_11_17__14-39-42_22.61,1
11_11_17_show_sott48khz,48000Hz13__12_11_17__6-8-27_21.76,16
11_11_17_show_sott48khz,48000Hz13__11_11_17__18-43-27_22.45,8
11_11_17_show_sott48khz,48000Hz13__11_11_17__18-40-23_22.46,13
11_11_17_show_sott48khz,48000Hz13__12_11_17__10-3-5_22.3,21
11_11_17_show_sott48khz,48000Hz13__11_11_17__17-5-28_22.55,7
11_11_17_show_sott48khz,48000Hz13__11_11_17__17-30-58_22.55,1
11_11_17_show_sott48khz,48000Hz13__11_11_17__12-22-26_22.75,29
11_11_17_show_sott48khz,48000Hz13__11_11_17__12-45-48_22.62,12
11_11_17_show_sott48khz,48000Hz13__12_11_17__1-13-16_21.91,8
11_11_17_show_sott48khz,48000Hz13__12_11_17__5-51-46_21.79,13
11_11_17_show_sott48khz,48000Hz13__12_11_17__5-55-55_21.79,24
11_11_17_show_sott48khz,48000Hz13__12_11_17__1-25-45_21.99,16
11_11_17_show_sott48khz,48000Hz13__12_11_17__7-43-15_21.73,7
11_11_17_show_sott48khz,48000Hz13__11_11_17__15-11-15_22.56,3
11_11_17_show_sott48khz,48000Hz13__12_11_17__6-25-7_21.71,10
11_11_17_show_sott48khz,48000Hz13__12_11_17__3-41-45_22.0,4
11_11_17_show_sott48khz,48000Hz13__12_11_17__9-46-19_22.3,42
11_11_17_show_sott48khz,48000Hz13__12_11_17__0-52-29_21.91,9
11_11_17_show_sott48khz,48000Hz13__11_11_17__23-6-22_22.9,2
11_11_17_show_sott48khz,48000Hz13__11_11_17__21-54-41_22.15,1
11_11_17_show_sott48khz,48000Hz13__12_11_17__4-10-51_21.94,1
